symbol,company,title,description,content,url,published_at,source
RELIANCE.NS,Reliance Industries,Andy Mukherjee: Why imports of American gas by Reliance make all-round strategic sense,"The company has a cracker facility in Gujarat to get polymers from ethane. This is more efficient than cracking crude oil for raw materials to make plastics. Plus, it would please the White House amid trade talks between Washington and New Delhi.","From Ottawa to Beijing, US President Donald Trumps trade war has made many enemies. But it has also won America some allies. Asias richest tycoon is preparing to welcome US cargo originally meant for… [+4870 chars]",https://www.livemint.com/opinion/online-views/us-ethane-exports-reliance-mukesh-ambani-ongc-deal-qatarenergy-supply-gail-dahej-terminal-ethylene-blending-india-trade-11751873176141.html,2025-07-07 09:30:15+00:00,Livemint
RELIANCE.NS,Reliance Industries,THESE credit cards offer reward points on payment of insurance premium,"Here, we list out some credit cards which offer reward points on the payment of insurance premium","Credit card users can use their cards for the payment of insurance premium and earn reward points. However these payments can be subject to certain caps and conditions. Here, we list out names of som… [+3214 chars]",https://www.livemint.com/money/personal-finance/these-credit-cards-offer-reward-points-on-payment-of-insurance-premium-11751626182399.html,2025-07-07 04:11:00+00:00,Livemint
RELIANCE.NS,Reliance Industries,AI can now access your stock holdings. But can it replace your portfolio manager?,Use of tools like Claude AI to analyse portfolios and get buy and sell stock recommendations pose a new challenge for advisors and investment managers.,Some Indian investors are now asking artificial intelligence (AI) assistants to tell them which stocks to buy and selldirectly from inside their trading accounts. This new frontier in retail investin… [+11128 chars],https://www.livemint.com/money/personal-finance/ai-stock-recommendations-portfolio-analysis-advisor-zerodha-claude-mcp-sebi-regulation-11751782337955.html,2025-07-06 11:54:28+00:00,Livemint
RELIANCE.NS,Reliance Industries,Green deficit: Indian logistics must clean up its act before time runs out,This crucial sector could let India’s growth story down if it doesn’t work fast to reduce greenhouse gas emissions. It’s time for some serious financial remodelling to tackle this challenge.,Indias logistics sector stands at an inflexion point where the climate crisis has changed from an environmental concern to an existential business imperative. This is visible not just in flooded high… [+5795 chars],https://www.livemint.com/opinion/online-views/india-logistics-climate-change-supply-chain-resilience-decarbonization-electric-vehicles-road-freight-emissions-ghgs-11751775854442.html,2025-07-06 08:30:09+00:00,Livemint
RELIANCE.NS,Reliance Industries,Hydration vs hype: Who really needs electrolytes?,"The eight-glasses-a-day prescription is long gone. In the age of longevity and #watertok, minerals, salts and antioxidants are fuelling the hydration drinks market, and it seems everyone has a reason to seek its promised ‘cellular’ benefits.","A sachet that carries lofty promises can sometimes kill you. Parth Shivendra, 47, a software professional in Bengaluru, who is also a marathon and triathlon runner, almost died last year when he cons… [+16407 chars]",https://www.livemint.com/opinion/hydration-vs-hype-who-really-needs-electrolytes-11751614824894.html,2025-07-05 01:30:18+00:00,Livemint
RELIANCE.NS,Reliance Industries,Why are we so invested in Jurassic Park and Jurassic World sagas? A deep dive,"Jurassic World: Rebirth imagines dino DNA as the key to future medicines, wrapped in an over-the-top sci-fi adventure. Despite thrilling action sequences on land and sea, the plot feels absurd and disjointed. Even a star cast can't save this film from its own…","The moment Dr Alan Grant removed his sunglasses and stared at the long necked Brachiosaurus the world fell in love with the concept of Jurassic Park. We didnt just go to the movies, we were there in … [+10064 chars]",https://www.livemint.com/money/personal-finance/why-are-we-so-invested-in-jurassic-park-and-jurassic-world-sagas-a-deep-dive-jurassic-world-rebirth-11751610883341.html,2025-07-04 06:57:16+00:00,Livemint
TCS.NS,Tata Consultancy Services,"To change the world, India Inc must stop hoarding cash and take more risks","A bet on smartphones in the 2000s turned Apple into one of the world's most valuable and influential companies, and Google's $1.65-billion buyout of YouTube in 2006 brought in more than $36 billion of revenue in 2024. Why are there are no such stories in Indi…","India Inc is sitting on an unprecedented mountain of cash. A Mint analysis of 285 listed entities (excluding banking, finance and insurance companies, which have some statutory cash requirements) sho… [+4987 chars]",https://www.livemint.com/opinion/online-views/india-inc-cash-reserves-corporate-cash-pile-india-fy25-corporate-profits-indian-companies-capex-nifty-500-cash-11752067174455.html,2025-07-10 03:30:10+00:00,Livemint
TCS.NS,Tata Consultancy Services,"Coforge emulates Cognizant, Infosys in on-site consulting push to fuel growth","Coforge is adopting strategies similar to Cognizant and Infosys' by placing business consultants at client sites to increase revenue. This approach aims to create tailored solutions by understanding client challenges, and driving proactive deals rather than w…","Coforge Ltd, formerly NIIT Technologies, is taking a leaf out of Cognizant Technology Solutions Corp and Infosys Ltds proven business strategy, as the information technology (IT) services company loo… [+7817 chars]",https://www.livemint.com/companies/news/coforge-takes-a-leaf-from-cognizant-and-infosys-playbook-11752037686287.html,2025-07-09 14:10:04+00:00,Livemint
TCS.NS,Tata Consultancy Services,TCS results preview: CEO Krithivasan faces litmus test amid macro uncertainty and slow growth,"TCS has seen growth decline in the past three years, two of which have been under Krithivasan, and reported the slowest growth amongst India's top three IT firms in FY25. Mint takes a look at five issues analysts and investors will follow closely during its e…","Bengaluru: A month after former Tata Consultancy Services (TCS) chief operating officer Natarajan Ganapathy Subramaniam retired in May 2024, chief executive K Krithivasan said the company would not h… [+6964 chars]",https://www.livemint.com/companies/company-results/tcs-results-tcs-earnings-tata-consultancy-services-k-krithivasan-aarthi-subramanian-coo-mangesh-sathe-cso-tcs-bsnl-11752048984386.html,2025-07-09 09:09:26+00:00,Livemint
TCS.NS,Tata Consultancy Services,Retail funds in GIFT City: What investors must know about tax implications,The launch of India’s first open-ended retail fund in GIFT City opens a new investment avenue—but leaves Indian investors grappling with unclear tax treatment under existing trust taxation norms.,"A new global gateway has opened for Indian retail investors. 
A GIFT City-based subsidiary of an Indian mutual fund has launched the countrys first open-ended retail fund under the International Fin… [+4495 chars]",https://www.livemint.com/money/personal-finance/retail-funds-in-gift-city-what-investors-must-know-about-tax-implications-11751959812216.html,2025-07-09 06:42:23+00:00,Livemint
TCS.NS,Tata Consultancy Services,Why JLR’s sales slowdown could hit Tata Technologies and Tata Elxsi,"Jaguar Land Rover's recent sales decline poses risks for Tata Elxsi and Tata Technologies, as over 20% of their revenues comes from JLR. Analysts forecast further setbacks due to tariff uncertainties and reduced earnings, affecting future growth prospects.","Already facing a slowdown in business from European auto firms and competition from Chinese counterparts, at least three analysts said that Tata Group's engineering, research and development (ER&amp;… [+5230 chars]",https://www.livemint.com/companies/jaguar-land-rover-jlr-slowdown-tata-group-er-d-companies-elxsi-technologies-tata-motors-donald-trump-11751974529407.html,2025-07-09 03:30:12+00:00,Livemint
TCS.NS,Tata Consultancy Services,Top-tier IT cos to see modest Q1 growth; mid-tier firms poised to outperform: IT analysts,Top-tier IT cos to see modest Q1 growth; mid-tier firms poised to outperform: IT analysts,"New Delhi, Jul 8 (PTI) Top Indian IT companies are bracing for a ""modest"" Q1 FY26, hurt by sluggish demand in various verticals, such as consumer and manufacturing segments, but mid-tier firms should… [+3696 chars]",https://www.livemint.com/companies/company-results/toptier-it-cos-to-see-modest-q1-growth-mid-tier-firms-poised-to-outperform-it-analysts-11751977853477.html,2025-07-08 12:30:52+00:00,Livemint
TCS.NS,Tata Consultancy Services,"Accenture, an Indian IT bellwether? Scale, structure, and AI demand more nuance","Accenture’s results often lead to sharp reactions in the stocks of Indian IT services companies. However, the Dublin-headquartered tech and consulting major differs from Indian IT firms in several ways, warranting a closer look beyond its quarterly numbers.","When Accenture shared a disappointing metric in its recent quarterly earnings, stocks of information technology (IT) services companies in India felt the impact. The Dublin-headquartered tech and con… [+4656 chars]",https://www.livemint.com/companies/accenture-q3-earnings-accenture-share-price-indian-it-stocks-it-services-market-india-nifty-it-11751900056360.html,2025-07-08 01:30:06+00:00,Livemint
TCS.NS,Tata Consultancy Services,Siddharth Pai: India’s IT firms have a unique opportunity in AI’s trust deficit,"Indian IT majors needn’t be at the receiving end of an AI revolution. As trust in AI is a big global worry, the use of generative AI under human supervision can generate the assurances that clients need. Domestic software companies are well placed for this.",Indian IT services firms are confronting a challenge with AI set to decimate their computer programming work. But an interesting vacuum will be created by AIs steady march into computer code: the AI … [+5650 chars],https://www.livemint.com/opinion/online-views/indian-it-services-generative-ai-trust-deficit-human-oversight-jobs-tcs-mindtree-github-copilot-ibm-accenture-technology-11751796038819.html,2025-07-07 10:30:17+00:00,Livemint
INFY.NS,Infosys,"To change the world, India Inc must stop hoarding cash and take more risks","A bet on smartphones in the 2000s turned Apple into one of the world's most valuable and influential companies, and Google's $1.65-billion buyout of YouTube in 2006 brought in more than $36 billion of revenue in 2024. Why are there are no such stories in Indi…","India Inc is sitting on an unprecedented mountain of cash. A Mint analysis of 285 listed entities (excluding banking, finance and insurance companies, which have some statutory cash requirements) sho… [+4987 chars]",https://www.livemint.com/opinion/online-views/india-inc-cash-reserves-corporate-cash-pile-india-fy25-corporate-profits-indian-companies-capex-nifty-500-cash-11752067174455.html,2025-07-10 03:30:10+00:00,Livemint
INFY.NS,Infosys,"Coforge emulates Cognizant, Infosys in on-site consulting push to fuel growth","Coforge is adopting strategies similar to Cognizant and Infosys' by placing business consultants at client sites to increase revenue. This approach aims to create tailored solutions by understanding client challenges, and driving proactive deals rather than w…","Coforge Ltd, formerly NIIT Technologies, is taking a leaf out of Cognizant Technology Solutions Corp and Infosys Ltds proven business strategy, as the information technology (IT) services company loo… [+7817 chars]",https://www.livemint.com/companies/news/coforge-takes-a-leaf-from-cognizant-and-infosys-playbook-11752037686287.html,2025-07-09 14:10:04+00:00,Livemint
INFY.NS,Infosys,TCS results preview: CEO Krithivasan faces litmus test amid macro uncertainty and slow growth,"TCS has seen growth decline in the past three years, two of which have been under Krithivasan, and reported the slowest growth amongst India's top three IT firms in FY25. Mint takes a look at five issues analysts and investors will follow closely during its e…","Bengaluru: A month after former Tata Consultancy Services (TCS) chief operating officer Natarajan Ganapathy Subramaniam retired in May 2024, chief executive K Krithivasan said the company would not h… [+6964 chars]",https://www.livemint.com/companies/company-results/tcs-results-tcs-earnings-tata-consultancy-services-k-krithivasan-aarthi-subramanian-coo-mangesh-sathe-cso-tcs-bsnl-11752048984386.html,2025-07-09 09:09:26+00:00,Livemint
INFY.NS,Infosys,Former UK PM Rishi Sunak joins Goldman Sachs: A look at his new role and responsibilities,"Rishi Sunak, former UK Prime Minister, will join Goldman Sachs as a senior adviser, marking his return to the firm after 21 years. His role involves advising clients on geopolitical and economic issues while also interacting with people around the world.&nbsp;","Former UK Prime Minister Rishi Sunak is set to join Goldman Sachs as a senior adviser, in his first major role after resigning as Conservative party leader last year.
Sunak will be returning to the … [+1971 chars]",https://www.livemint.com/companies/news/former-uk-pm-rishi-sunak-joins-goldman-sachs-a-look-at-his-new-role-and-responsibilities-11751983383814.html,2025-07-08 14:18:59+00:00,Livemint
INFY.NS,Infosys,Top-tier IT cos to see modest Q1 growth; mid-tier firms poised to outperform: IT analysts,Top-tier IT cos to see modest Q1 growth; mid-tier firms poised to outperform: IT analysts,"New Delhi, Jul 8 (PTI) Top Indian IT companies are bracing for a ""modest"" Q1 FY26, hurt by sluggish demand in various verticals, such as consumer and manufacturing segments, but mid-tier firms should… [+3696 chars]",https://www.livemint.com/companies/company-results/toptier-it-cos-to-see-modest-q1-growth-mid-tier-firms-poised-to-outperform-it-analysts-11751977853477.html,2025-07-08 12:30:52+00:00,Livemint
INFY.NS,Infosys,"Bengaluru’s Electronics City Metro: 3 trains, 7 stations, BMRCL charts August launch plan","The fully elevated 19-km Yellow Line, connecting RV Road and Bommasandra with 16 stations, was originally scheduled for completion in December 2021 but has missed multiple deadlines.","Under pressure to open the much-delayed Electronics City Metro, Bengaluru Metro Rail Corporation Ltd (BMRCL) is now charting plans to begin operations with three available trains by the end of August… [+4288 chars]",https://www.moneycontrol.com/news/india/bengaluru-s-electronics-city-metro-3-trains-7-stations-bmrcl-charts-august-launch-plan-13242038.html,2025-07-08 09:53:18+00:00,Moneycontrol
INFY.NS,Infosys,"Accenture, an Indian IT bellwether? Scale, structure, and AI demand more nuance","Accenture’s results often lead to sharp reactions in the stocks of Indian IT services companies. However, the Dublin-headquartered tech and consulting major differs from Indian IT firms in several ways, warranting a closer look beyond its quarterly numbers.","When Accenture shared a disappointing metric in its recent quarterly earnings, stocks of information technology (IT) services companies in India felt the impact. The Dublin-headquartered tech and con… [+4656 chars]",https://www.livemint.com/companies/accenture-q3-earnings-accenture-share-price-indian-it-stocks-it-services-market-india-nifty-it-11751900056360.html,2025-07-08 01:30:06+00:00,Livemint
HDFCBANK.NS,HDFC Bank,7 smart ways to maximise credit card cashback and rewards in 2025,"Maximise credit card cashback and rewards with smart spending, card selection, bonus tracking, and full payments to enhance savings and avoid interest in the nation’s evolving credit landscape.","Credit card usage in the country is growing fast. There were 11.12 crore cards in use as of May 2025, up 7.64% from last year, according to a recent reportby Angel One. HDFC Bank added the most new c… [+3413 chars]",https://www.livemint.com/money/personal-finance/7-smart-ways-to-maximise-credit-card-cashback-and-rewards-in-2025-11752125369992.html,2025-07-10 07:14:59+00:00,Livemint
HDFCBANK.NS,HDFC Bank,"HDFC Bank personal loan interest rate July: Check latest rates, fees, and eligibility","HDFC Bank personal loan interest rates for July 2025 range from 10.90% to 24% p.a., with flexible tenure, eligibility based on credit score, income, and minimal documentation.","HDFC Bank offers personal loans to both salaried and self-employed individuals. The bank provides digital loan processing with limited documentation requirements and flexible repayment tenures.
Thes… [+3569 chars]",https://www.livemint.com/money/personal-finance/hdfc-bank-personal-loan-interest-rate-july-check-latest-rates-fees-and-eligibility-11752056523492.html,2025-07-09 10:50:54+00:00,Livemint
HDFCBANK.NS,HDFC Bank,What happens if you default on a personal loan repayment? Know the consequences,"A default on personal loan repayment can result in late payment charges, credit score damage, calls/visits from recovery agents, bank legal action, difficulty in getting new credit, etc.","With the advancement in technology, these days, personal loans are available easily at the click of a button. In many cases, you dont even need to approach banks for a personal loan. Banks themselves… [+6105 chars]",https://www.livemint.com/money/personal-finance/what-happens-if-you-default-on-a-personal-loan-repayment-know-the-consequences-11752056269613.html,2025-07-09 10:37:01+00:00,Livemint
HDFCBANK.NS,HDFC Bank,Fixed deposit rates July 2025: THESE banks are offering the highest interest rates,"Fixed deposit interest rates in July 2025 remain attractive, with small finance banks offering up to 8.50%, while major banks like SBI and HDFC prioritise safety and steady returns.","Fixed deposit interest rates in July 2025 continue to attract conservative investors looking for safe and assured returns. In the current uncertain interest rate environment, fixed deposits remain a … [+2524 chars]",https://www.livemint.com/money/personal-finance/fixed-deposit-rates-july-2025-these-banks-are-offering-the-highest-interest-rates-fds-11752051427593.html,2025-07-09 10:08:10+00:00,Livemint
HDFCBANK.NS,HDFC Bank,Public sector banks may scrap minimum balance fines: These PSU banks have waived the penalty,PSBs are in talks with the Finance Ministry to reconsider their stance of mandating customers to maintain a minimum balance in their savings deposit accounts amid the falling share of CASA deposits in the banks.&nbsp;,Public Sector Banks (PSBs) are in discussions with the Ministry of Finance to reconsider their stance of mandating customers to maintain a minimum balance in their savings deposit accounts amid the f… [+3303 chars],https://www.livemint.com/industry/banking/public-sector-banks-may-scrap-minimum-balance-fines-these-psu-banks-have-waived-the-penalty-11751878366974.html,2025-07-07 09:49:36+00:00,Livemint
HDFCBANK.NS,HDFC Bank,THESE credit cards offer reward points on payment of insurance premium,"Here, we list out some credit cards which offer reward points on the payment of insurance premium","Credit card users can use their cards for the payment of insurance premium and earn reward points. However these payments can be subject to certain caps and conditions. Here, we list out names of som… [+3214 chars]",https://www.livemint.com/money/personal-finance/these-credit-cards-offer-reward-points-on-payment-of-insurance-premium-11751626182399.html,2025-07-07 04:11:00+00:00,Livemint
HDFCBANK.NS,HDFC Bank,Banks’ deposit growth picks up pace in Q1 even as credit growth remains sluggish,Banks are also likely to have gone slower on lending in Q1–a strategy continued from Q4 FY25–as they braced for the impact of the successive rate cuts by the Reserve Bank of India and tried to minimize the impact on their margins.,"Mumbai: Deposit growth at banks picked up pace in the first quarter of the current financial year, even as credit growth continued to be sluggish, initial business updates show.
Of the lenders that … [+4588 chars]",https://www.livemint.com/industry/banking/banks-deposit-growth-picks-up-pace-in-q1-even-as-credit-growth-remains-sluggish-11751633027870.html,2025-07-04 14:33:26+00:00,Livemint
HDFCBANK.NS,HDFC Bank,Supreme Court refuses to hear HDFC Bank CEO Sashidhar Jagdishan's plea seeking to quash Lilavati Trust FIR,"HDFC Bank’s managing director and chief executive, Sashidhar Jagdishan approached the Supreme Court after three Bombay high court judges recused themselves from hearing the matter related to Lilavati Trust FIR.","New Delhi: The Supreme Court on Friday dismissed a plea by HDFC Banks managing director and chief executive, Sashidhar Jagdishan, seeking an urgent hearing on his petition to quash an FIR lodged agai… [+3734 chars]",https://www.livemint.com/news/india/supreme-court-refuses-to-hear-hdfc-bank-ceo-sashidhar-jagdishans-plea-seeking-to-quash-lilavati-trust-fir-11751613226545.html,2025-07-04 07:16:40+00:00,Livemint
ICICIBANK.NS,ICICI Bank,7 smart ways to maximise credit card cashback and rewards in 2025,"Maximise credit card cashback and rewards with smart spending, card selection, bonus tracking, and full payments to enhance savings and avoid interest in the nation’s evolving credit landscape.","Credit card usage in the country is growing fast. There were 11.12 crore cards in use as of May 2025, up 7.64% from last year, according to a recent reportby Angel One. HDFC Bank added the most new c… [+3413 chars]",https://www.livemint.com/money/personal-finance/7-smart-ways-to-maximise-credit-card-cashback-and-rewards-in-2025-11752125369992.html,2025-07-10 07:14:59+00:00,Livemint
ICICIBANK.NS,ICICI Bank,What happens if you default on a personal loan repayment? Know the consequences,"A default on personal loan repayment can result in late payment charges, credit score damage, calls/visits from recovery agents, bank legal action, difficulty in getting new credit, etc.","With the advancement in technology, these days, personal loans are available easily at the click of a button. In many cases, you dont even need to approach banks for a personal loan. Banks themselves… [+6105 chars]",https://www.livemint.com/money/personal-finance/what-happens-if-you-default-on-a-personal-loan-repayment-know-the-consequences-11752056269613.html,2025-07-09 10:37:01+00:00,Livemint
ICICIBANK.NS,ICICI Bank,Fixed deposit rates July 2025: THESE banks are offering the highest interest rates,"Fixed deposit interest rates in July 2025 remain attractive, with small finance banks offering up to 8.50%, while major banks like SBI and HDFC prioritise safety and steady returns.","Fixed deposit interest rates in July 2025 continue to attract conservative investors looking for safe and assured returns. In the current uncertain interest rate environment, fixed deposits remain a … [+2524 chars]",https://www.livemint.com/money/personal-finance/fixed-deposit-rates-july-2025-these-banks-are-offering-the-highest-interest-rates-fds-11752051427593.html,2025-07-09 10:08:10+00:00,Livemint
ICICIBANK.NS,ICICI Bank,Public sector banks may scrap minimum balance fines: These PSU banks have waived the penalty,PSBs are in talks with the Finance Ministry to reconsider their stance of mandating customers to maintain a minimum balance in their savings deposit accounts amid the falling share of CASA deposits in the banks.&nbsp;,Public Sector Banks (PSBs) are in discussions with the Ministry of Finance to reconsider their stance of mandating customers to maintain a minimum balance in their savings deposit accounts amid the f… [+3303 chars],https://www.livemint.com/industry/banking/public-sector-banks-may-scrap-minimum-balance-fines-these-psu-banks-have-waived-the-penalty-11751878366974.html,2025-07-07 09:49:36+00:00,Livemint
ICICIBANK.NS,ICICI Bank,THESE credit cards offer reward points on payment of insurance premium,"Here, we list out some credit cards which offer reward points on the payment of insurance premium","Credit card users can use their cards for the payment of insurance premium and earn reward points. However these payments can be subject to certain caps and conditions. Here, we list out names of som… [+3214 chars]",https://www.livemint.com/money/personal-finance/these-credit-cards-offer-reward-points-on-payment-of-insurance-premium-11751626182399.html,2025-07-07 04:11:00+00:00,Livemint
ICICIBANK.NS,ICICI Bank,"Business credit card: Features, eligibility, fees and how it works","Business credit cards serve to manage business expenses, maintaining a clear distinction from personal transactions. Offered by various banks with different fees, they enhance cash flow and simplify financial management for businesses, freelancers, and employ…","Managing spending is crucial for freelancers, small businesses, start-up founders, and employees in growing companies. Business credit cards allow spending management for business-related expenses wi… [+4522 chars]",https://www.livemint.com/money/personal-finance/business-credit-card-features-eligibility-fees-and-how-it-works-best-credit-cards-11751612586986.html,2025-07-04 07:36:53+00:00,Livemint
ITC.NS,ITC Limited,Ventive Hospitality to open six hotels with Marriott in India by 2030,"Ventive Hospitality and Marriott will add six new hotels in India, boosting Marriott’s portfolio by 1,600 rooms. Ventive aims to double room capacity to over 4,000 in five years with a  ₹2,500 crore investment.","New Delhi: Panchshil group and Blackstone-backed Ventive Hospitality Ltd, a listed hotel development and management business, will add six new hotels to its portfolio in partnership with Marriott Int… [+4212 chars]",https://www.livemint.com/companies/news/ventive-hospitality-marriott-in-india-india-hospitality-sector-indian-hotel-industry-11751954243105.html,2025-07-08 08:02:18+00:00,Livemint
ITC.NS,ITC Limited,"Hotel deals more than double in Jan-June to $225 mn, but momentum could weaken","Deals worth $225 million have already been closed in January-June this year, more than doubling from $93 million recorded in the same period of 2024, according to data from property and real estate consultancy JLL Hotels and Hospitality Group shared exclusive…","Indias hotel industry saw hectic dealmaking in the first six months of 2025 amid bets rising affluence will continue to drive travel and tourism demand in the world's fifth-largest economy. 
Deals w… [+7379 chars]",https://www.livemint.com/companies/news/hotel-deals-more-than-double-in-jan-june-to-225-mn-but-momentum-could-weaken-11751776266266.html,2025-07-07 12:41:35+00:00,Livemint
ITC.NS,ITC Limited,"Patchy summer, shifting demand: Dabur, Marico, Godrej likely saw diverging fortunes in Q1 sales",Unseasonal rains hurt beverage sales even as home care and edible oils reported strong growth in Q1. FMCG firms have now pinned hopes on H2 recovery led by festival demand and softer input costs.,"New Delhi: Consumer goods makers Dabur India Ltd, Marico Ltd, and Godrej Consumer Products Ltd are expected to report contrasting demand patterns for their products in the June quarter, with robust s… [+6473 chars]",https://www.livemint.com/industry/dabur-marico-godrej-consumer-goods-divergent-demand-trends-in-fmcg-sector-for-june-quarter-11751626753919.html,2025-07-06 04:39:22+00:00,Livemint
